course_code,skill_uri,skill_label,concept_type,rrf_score,rerank_score,combined_score,tier,confidence_level,decision,reject_reason,evidence_ids,extraction_sources
IT6202_BS,http://data.europa.eu/esco/skill/ccb2e5f2-4279-48fd-9d85-a1db42ff1e13,project configuration management,knowledge,0.074671,0.979740,0.708219,SECONDARY,MED,accepted,,IT6202_BS_BAIHOC_L07;IT6202_BS_BAIHOC_L10;IT6202_BS_BAIHOC_L11;IT6202_BS_BAIHOC_L12,escoxlmr_knowledge
IT6202_BS,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,ICT project management methodologies,knowledge,0.053080,0.979785,0.701773,SECONDARY,MED,accepted,,IT6202_BS_BAIHOC_L07;IT6202_BS_BAIHOC_L10;IT6202_BS_BAIHOC_L11;IT6202_BS_BAIHOC_L12,escoxlmr_knowledge
IT6202_BS,http://data.europa.eu/esco/skill/1c2978b8-bb0d-4249-9c23-877571a4dffa,cloud security and compliance,knowledge,0.051880,0.975539,0.698441,SECONDARY,MED,accepted,,IT6202_BS_BAIHOC_L07;IT6202_BS_BAIHOC_L10;IT6202_BS_BAIHOC_L11;IT6202_BS_BAIHOC_L12,escoxlmr_knowledge
IT6202_BS,http://data.europa.eu/esco/skill/3ec2e4d6-7000-4905-bf1a-c5b1679416de,data warehouse,knowledge,0.054087,0.952822,0.683201,SECONDARY,MED,accepted,,IT6202_BS_BAIHOC_L10;IT6202_BS_BAIHOC_L11;IT6202_BS_BAIHOC_L12,escoxlmr_knowledge
IT6202_BS,http://data.europa.eu/esco/skill/0daaf096-1639-461c-bf1a-bbeea77e6b67,internal risk management policy,knowledge,0.058827,0.941254,0.676526,SECONDARY,MED,accepted,,IT6202_BS_BAIHOC_L07;IT6202_BS_BAIHOC_L10;IT6202_BS_BAIHOC_L11;IT6202_BS_BAIHOC_L12,escoxlmr_knowledge
IT6202_BS,http://data.europa.eu/esco/skill/7d35602d-bc94-4975-aa7c-f4e8e05ce8e0,cost management,knowledge,0.076154,0.905939,0.657003,SECONDARY,MED,accepted,,IT6202_BS_BAIHOC_L07;IT6202_BS_BAIHOC_L10;IT6202_BS_BAIHOC_L11;IT6202_BS_BAIHOC_L12,escoxlmr_knowledge
IT6202_BS,http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f,tools for software configuration management,knowledge,0.069901,0.927925,0.670518,SECONDARY,MED,accepted,,IT6202_BS_BAIHOC_L07;IT6202_BS_BAIHOC_L10;IT6202_BS_BAIHOC_L11;IT6202_BS_BAIHOC_L12,escoxlmr_knowledge
IT6202_BS,http://data.europa.eu/esco/skill/d5a59ca8-2e91-472e-8571-d12ce4478679,Process-based management,knowledge,0.098399,0.880089,0.645582,SECONDARY,MED,accepted,,IT6202_BS_BAIHOC_L07;IT6202_BS_BAIHOC_L10;IT6202_BS_BAIHOC_L11;IT6202_BS_BAIHOC_L12,escoxlmr_knowledge
IT6202_BS,http://data.europa.eu/esco/skill/e2d0daae-2aa1-40cc-99e2-b340b02f97d3,product data management,knowledge,0.083118,0.903374,0.657297,SECONDARY,MED,accepted,,IT6202_BS_BAIHOC_L07;IT6202_BS_BAIHOC_L10;IT6202_BS_BAIHOC_L11;IT6202_BS_BAIHOC_L12,escoxlmr_knowledge
IT6202_BS,http://data.europa.eu/esco/skill/0a9acb6b-1139-4be9-b431-3a80a959f2f4,Agile project management,knowledge,0.059509,0.909835,0.654737,SECONDARY,MED,accepted,,IT6202_BS_BAIHOC_L07;IT6202_BS_BAIHOC_L10;IT6202_BS_BAIHOC_L11;IT6202_BS_BAIHOC_L12,escoxlmr_knowledge
