occupationUri,skillUri,relationType,skillType
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/00e53a0a-c0ba-4c9f-a2ed-4706d5832a00,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/01e7dee7-3ff1-4807-acad-058dbed91aba,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/0e1fe34b-f4e7-4642-8c8b-5a05ac3438e5,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/118efbcd-8fc5-4668-81d1-c383a0d16070,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/1585fc98-bfe4-461f-97fc-734055a2c3ce,essential,knowledge
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/16a00c69-9c74-4c37-96d7-6301d285e5ce,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/38da3c60-4b7c-4698-9256-574e4ee4e93b,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/43b13058-68d0-40c6-8031-caf5a7b7d20c,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/5a0bffcf-4ff6-49cf-a7db-4142e63f5f04,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/61970f8b-099c-4e7e-82e0-9ccdced0baf3,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/6430eb0d-c6de-46b7-a7fc-3dd2e8e62a69,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/6474fc36-67ae-436b-9d39-c14402c6a89b,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/68698869-c13c-4563-adc7-118b7644f45d,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/6aef2baa-5fa7-4c16-bd28-3e070ec4e4df,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/778ca7ad-6c5d-4868-9b96-a7777dca799c,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/946c1229-1171-40d4-82cc-fe3f483ca100,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/9889b795-d755-41b2-8afd-2e3c87a65a38,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/9e06bac6-6b91-48ca-8b7d-c1f48cdecd7c,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/a56dec32-05ef-45de-a256-ee6741f356db,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/bb2b4485-2bad-402f-8517-44bf7d9afff4,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/c2296e2e-5fef-4f24-a24f-e5b3792268be,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/ca73ac82-867a-4afa-9732-834aebe896ff,essential,knowledge
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/d6d3fee7-47e2-47f4-a0ec-6c75f28c6abd,essential,knowledge
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/db36f7f1-5900-45bd-9ffb-f2b19c4362ac,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/debb8d81-ed7f-447d-853a-5d107fda6fcf,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/f642d7ed-e8d7-4355-a747-b85094d4e2e3,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1127df9fe118a874ac895126e1b83233,http://data.europa.eu/esco/skill/fb3bc9b5-2297-4bba-85b1-60f696a92db8,essential,knowledge
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/062320e5-79d1-45e8-8b7e-5deeb53279a2,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43,essential,knowledge
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/53456d90-8c0d-4bd2-9f1b-312619b6e2a6,essential,knowledge
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,essential,knowledge
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/629685b8-5f9e-4522-8cff-b3e2c4ec625a,essential,
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/7482a123-e801-48de-9733-262125671410,essential,knowledge
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/751941a0-5645-4f8b-b97e-b252909d5edb,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787,essential,knowledge
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/9ce670ec-318c-4a91-9179-03437db728dc,essential,knowledge
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/a47d194d-0ffd-4aaa-b695-fbbe0255000e,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/b105ec9b-0857-41d6-8d07-a83e58b73d90,essential,knowledge
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/b8c01891-e3df-4a4b-948d-95b45e1788f5,optional,knowledge
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/c453cf81-6197-428e-84c6-70c773b63f27,optional,knowledge
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/d88cb3f1-8e02-4618-bf32-4b0488066934,essential,knowledge
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5,essential,knowledge
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,essential,knowledge
http://data.europa.eu/esco/occupation/custom-131b0da6f37960dcc29a3f2147b5bb4d,http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51,essential,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/000f1d3d-220f-4789-9c0a-cc742521fb02,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/01e7dee7-3ff1-4807-acad-058dbed91aba,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/034c29fa-c3ba-45ea-b8f3-bf8e3705e386,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/054f26ab-cfdc-4077-883c-1c4c9e9b310a,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/0868eef3-2213-4572-9343-74931345a7d3,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/0ccdfe98-f845-4598-84a1-3dca66e9d9a3,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/0cd6dcf1-5778-42a5-b685-4d01ae4a4871,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/0da6cab1-0ee9-4391-a299-f71fbf21db56,essential,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/0de61385-de6d-4146-ba32-1cc1bc102220,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/0e1fe34b-f4e7-4642-8c8b-5a05ac3438e5,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/0f9958d2-f700-4f62-b90b-a5873cb5ae4c,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/13bdd41a-2a18-441f-96db-41252c519413,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/19a8293b-8e95-4de3-983f-77484079c389,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/2bde42ae-e776-41c1-9ded-b07b30bfe985,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/300d432b-f457-4cd3-9cb1-1858c7d14954,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/32428b21-514b-42c2-81b5-244a7804ea74,essential,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/397da142-ab35-48fe-b154-7c38f447adfb,essential,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/401eb8d8-6daa-4f8b-90ad-60afc71eb4f8,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/415abd43-e8e5-4643-b5da-5f11307af57a,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/42ed3bfb-1a01-4c8b-9758-fc6438865734,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/4350c38d-0fe9-4ca7-bab9-40ed7f72b04f,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/47b9bbcf-356c-4782-83a4-7f5a1b2b51a3,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/501537a7-9d63-491d-ae02-09f04767ff1e,essential,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/51586df8-1c46-4b47-8583-773cb63bf00b,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/52cf3037-ab53-4806-85ed-7fd21ea7f6a1,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/56a7f561-1d55-43c9-9cd7-36a0a9bc6c50,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/58d7a289-dafd-4363-833f-d1dc4140885e,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/5da73370-f6b9-417d-a94c-09bf01f84aa2,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/6014921e-1d25-4039-adc2-04852d61880e,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/63f0aa84-5e4c-4eb6-8e8c-876d9feedf1f,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/6474fc36-67ae-436b-9d39-c14402c6a89b,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/6561c8e7-3851-4878-bcf4-d2ffd63d835e,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/67a118f4-8a5f-48f7-8e5f-de34b9ca2c37,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/6e4f75b4-c60f-4623-a9ba-760c8245753b,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/709ef32a-7435-48e2-8fa2-16e389ecab8a,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/744442ac-c157-4350-8be0-ce454df4f5c5,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/7c5b66c6-36a1-4e03-bb57-64e8688b8f58,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/83218cac-3599-417e-93d2-26013cdccd98,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/8359bd04-d2cb-4757-af1f-39a921df9efe,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/8369ede5-4200-4a44-be2e-bc60ef959259,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/861313ba-3a1a-4d33-842a-1b8e45e2415b,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/867137fb-ff1b-4ca3-99f3-cb6969aa2c68,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/993b1e23-f2de-4bd8-b33f-f86dde1c8e9d,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/9973a5a2-7822-4161-99e9-95c781eb63f8,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/a4d336a6-9ffd-402a-91cc-f359716ba4e0,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/a99c6783-50c0-4f7a-99df-bf93429ef6dc,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/b105ec9b-0857-41d6-8d07-a83e58b73d90,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/b16200f4-4f39-4b8b-aa9d-3568054d6bdb,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/b3c8eada-b0a8-4b61-968b-b354fbfb6874,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/b4877620-c375-45f3-a678-2ddb4dae6a29,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/b4dc6e4f-dc7d-445f-8ce2-d7b9d225e282,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/bb2b4485-2bad-402f-8517-44bf7d9afff4,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/bb99af26-71ff-4dca-bde7-1eb1f6194426,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/be80acfc-b6f2-4411-9b8d-b19d9cd2556a,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/c3a03c5a-c260-4c26-9b9a-873abb396f4d,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/ca73ac82-867a-4afa-9732-834aebe896ff,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/cf3e976d-2c3e-495c-a874-f9e8a66d3b48,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/d1e954cd-d290-4d80-97c0-7969960d2928,essential,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/d32db06e-bd06-4415-a7ab-1b0ee68caa9a,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/d56fc2b5-4b0a-4e7e-9bde-a33736f6ff18,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/d6e3395b-5ab6-4fba-969a-3df634e904c5,essential,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/dcdd5ddf-82a6-4ac3-8edc-d4b23cae9a88,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/def007fa-5fed-4a5f-91a2-b0d7e3db1be1,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/e5609f89-0daf-40bb-bd6b-94f5d7498131,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/e8b89eb6-51e8-4c3a-babb-88b2e110376b,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/eb0e5615-1575-4a86-a1a2-7d39595033c5,optional,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/f5ac9226-0ace-4d34-a1c3-7b3845834a98,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/f8f1f725-0105-41fa-9887-4df9e7a7af1e,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/f9e788df-d68a-4f92-92c7-80e135fc35ff,essential,knowledge
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/fc2f1d4f-a46f-471e-a618-cbd4d0496a53,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-1d851aa001c3830abea522cf92881469,http://data.europa.eu/esco/skill/ffddfc7c-a9dd-449f-9e96-882dc447c8b6,optional,knowledge
http://data.europa.eu/esco/occupation/custom-216e36cad1abe99fcce44284bd17664b,http://data.europa.eu/esco/skill/022dc430-872a-473a-9cf4-fed4895e58ad,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-216e36cad1abe99fcce44284bd17664b,http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339,essential,knowledge
http://data.europa.eu/esco/occupation/custom-216e36cad1abe99fcce44284bd17664b,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-216e36cad1abe99fcce44284bd17664b,http://data.europa.eu/esco/skill/071233c4-ad2b-4f50-b79f-768d2231163e,essential,knowledge
http://data.europa.eu/esco/occupation/custom-216e36cad1abe99fcce44284bd17664b,http://data.europa.eu/esco/skill/0868eef3-2213-4572-9343-74931345a7d3,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-216e36cad1abe99fcce44284bd17664b,http://data.europa.eu/esco/skill/0a43729f-2a79-4dae-9faa-95520daae79f,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-216e36cad1abe99fcce44284bd17664b,http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c,optional,knowledge
http://data.europa.eu/esco/occupation/custom-216e36cad1abe99fcce44284bd17664b,http://data.europa.eu/esco/skill/14d1e367-3efe-4ec5-86ae-eca48710ee4e,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-216e36cad1abe99fcce44284bd17664b,http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-216e36cad1abe99fcce44284bd17664b,http://data.europa.eu/esco/skill/1b7c716e-af95-4cda-a42f-6479c8b139f5,optional,knowledge
http://data.europa.eu/esco/occupation/custom-216e36cad1abe99fcce44284bd17664b,http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-216e36cad1abe99fcce44284bd17664b,http://data.europa.eu/esco/skill/33a82b83-c838-4889-ae62-fae1317481eb,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-216e36cad1abe99fcce44284bd17664b,http://data.europa.eu/esco/skill/3cee858e-79e8-4a4b-b99f-93c7f735d58b,optional,knowledge
http://data.europa.eu/esco/occupation/custom-216e36cad1abe99fcce44284bd17664b,http://data.europa.eu/esco/skill/3d03c40c-1b83-4793-8902-2523f40af59e,optional,knowledge
http://data.europa.eu/esco/occupation/custom-216e36cad1abe99fcce44284bd17664b,http://data.europa.eu/esco/skill/3f4dab51-572b-4e2c-85ef-3b4c3f7094e1,optional,knowledge
http://data.europa.eu/esco/occupation/custom-216e36cad1abe99fcce44284bd17664b,http://data.europa.eu/esco/skill/415abd43-e8e5-4643-b5da-5f11307af57a,optional,skill/competence
http://data.europa.eu/esco/occupation/custom-216e36cad1abe99fcce44284bd17664b,http://data.europa.eu/esco/skill/43ec6db6-33f7-449b-a566-5779a7e8997a,optional,knowledge
http://data.europa.eu/esco/occupation/custom-216e36cad1abe99fcce44284bd17664b,http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1,essential,skill/competence
http://data.europa.eu/esco/occupation/custom-216e36cad1abe99fcce44284bd17664b,http://data.europa.eu/esco/skill/47ca0da1-cae5-4395-ae6b-fd97b9ff48d3,essential,knowledge
